day,energy_sum,Count,avg_energy
2013-04-02,61974.85100050008,5407,11.461966155076768
2013-04-03,65565.11199789977,5406,12.128211616333662
2013-04-04,67152.42299860001,5405,12.42413006449584
2013-04-05,64461.39799809987,5402,11.932876341743775
2013-04-06,60982.80299820005,5401,11.291020736567312
2013-04-07,61287.18899710019,5400,11.349479443907443
2013-04-08,58208.010004799995,5399,10.781257641192813
2013-04-09,59890.98700990025,5398,11.095032791756253
2013-04-10,57091.27599899989,5396,10.580295774462543
2013-04-11,58033.76699529972,5395,10.75695403063943
2013-04-12,57018.00900110011,5395,10.5686763672104
2013-04-13,57974.06199719978,5394,10.747879495216868
2013-04-14,55165.4709912002,5393,10.22908789007977
2013-04-15,51233.4899943,5393,9.499998144687558
2013-04-16,50727.536993900074,5392,9.407926000352388
2013-04-17,50413.298997700105,5391,9.351381746930088
2013-04-18,50801.93399830007,5389,9.426968639506415
2013-04-19,51789.58600119999,5383,9.620952257328625
2013-04-20,52082.33399950012,5385,9.671742618291573
2013-04-21,54860.637003299955,5388,10.182003898162575
2013-04-22,51640.48099489992,5385,9.589690064048266
2013-04-23,47527.99600239995,5384,8.827636701783051
2013-04-24,46615.74199950008,5386,8.654983661251407
2013-04-25,45409.98499889991,5388,8.427985337583502
2013-04-26,48139.46499840008,5384,8.941208209212496
2013-04-27,52170.04700060002,5381,9.695232670618847
2013-04-28,54733.19000870009,5381,10.171564766530402
2013-04-29,49626.431998900036,5381,9.222529641126192
2013-04-30,48461.73300420001,5380,9.007757063977698
2013-05-01,48183.33000120002,5380,8.95600929390335
2013-05-02,46845.24699780003,5377,8.712153058917618
2013-05-03,45944.43800329997,5375,8.547802419218598
2013-05-04,48566.54399079989,5373,9.038999439940422
2013-05-05,48158.8640023001,5371,8.966461367026643
2013-05-06,47341.49599619989,5371,8.814279649264549
2013-05-07,45491.38699699997,5373,8.466664246603383
2013-05-08,46510.71599790013,5371,8.659600818823334
2013-05-09,47609.350000600025,5370,8.865800744990693
2013-05-10,47033.8309976999,5370,8.75862774631283
2013-05-11,50726.74800280005,5370,9.446321788230922
2013-05-12,53574.0370025999,5369,9.978401378766977
2013-05-13,48117.56799850014,5367,8.965449599124304
2013-05-14,50815.76200449993,5369,9.464660459024014
